N,Factor X,Factor Y,Is Correct,Num Vars,Num Integer Vars,Num Binary Vars,Num Constraints,Node Count,Simplex Iterations Count,Runtime,Is MIP
1000151,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,9520,210501,3.168064117,1
1000151,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,9520,210501,2.984642029,1
1000151,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,9520,210501,3.144687653,1
1000151,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,9520,210501,3.153167725,1
1000151,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,9520,210501,3.308570862,1
1000151,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,9520,210501,3.303606033,1
1000151,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,9520,210501,3.344705582,1
1000151,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,9520,210501,3.023958206,1
1000151,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,9520,210501,3.001703262,1
1000151,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,9520,210501,3.12040329,1
1000152,2,500076,1,440,440,440,803,0,0,0.012262344,1
1000152,2,500076,1,440,440,440,803,0,0,0.012374878,1
1000152,2,500076,1,440,440,440,803,0,0,0.020488739,1
1000152,2,500076,1,440,440,440,803,0,0,0.020559311,1
1000152,2,500076,1,440,440,440,803,0,0,0.020534515,1
1000152,2,500076,1,440,440,440,803,0,0,0.018444061,1
1000152,2,500076,1,440,440,440,803,0,0,0.012443542,1
1000152,2,500076,1,440,440,440,803,0,0,0.020547867,1
1000152,2,500076,1,440,440,440,803,0,0,0.02056694,1
1000152,2,500076,1,440,440,440,803,0,0,0.02063179,1
1000153,142879,7,1,440,440,440,803,0,0,0.020547867,1
1000153,142879,7,1,440,440,440,803,0,0,0.020486832,1
1000153,142879,7,1,440,440,440,803,0,0,0.020614624,1
1000153,142879,7,1,440,440,440,803,0,0,0.018432617,1
1000153,142879,7,1,440,440,440,803,0,0,0.018247604,1
1000153,142879,7,1,440,440,440,803,0,0,0.020410538,1
1000153,142879,7,1,440,440,440,803,0,0,0.020563126,1
1000153,142879,7,1,440,440,440,803,0,0,0.012430191,1
1000153,142879,7,1,440,440,440,803,0,0,0.028490067,1
1000153,142879,7,1,440,440,440,803,0,0,0.020423889,1
1000154,500077,2,1,440,440,440,803,55,1868,0.111614227,1
1000154,500077,2,1,440,440,440,803,55,1868,0.121614456,1
1000154,500077,2,1,440,440,440,803,55,1868,0.115098953,1
1000154,500077,2,1,440,440,440,803,55,1868,0.120815277,1
1000154,500077,2,1,440,440,440,803,55,1868,0.114961624,1
1000154,500077,2,1,440,440,440,803,55,1868,0.121234894,1
1000154,500077,2,1,440,440,440,803,55,1868,0.114877701,1
1000154,500077,2,1,440,440,440,803,55,1868,0.140871048,1
1000154,500077,2,1,440,440,440,803,55,1868,0.112390518,1
1000154,500077,2,1,440,440,440,803,55,1868,0.131290436,1
1000155,3,333385,1,440,440,440,803,0,0,0.010271072,1
1000155,3,333385,1,440,440,440,803,0,0,0.020524979,1
1000155,3,333385,1,440,440,440,803,0,0,0.018465042,1
1000155,3,333385,1,440,440,440,803,0,0,0.01241684,1
1000155,3,333385,1,440,440,440,803,0,0,0.010257721,1
1000155,3,333385,1,440,440,440,803,0,0,0.012435913,1
1000155,3,333385,1,440,440,440,803,0,0,0.018428802,1
1000155,3,333385,1,440,440,440,803,0,0,0.012439728,1
1000155,3,333385,1,440,440,440,803,0,0,0.018339157,1
1000155,3,333385,1,440,440,440,803,0,0,0.012424469,1
1000156,2,500078,1,440,440,440,803,0,0,0.020513535,1
1000156,2,500078,1,440,440,440,803,0,0,0.020627975,1
1000156,2,500078,1,440,440,440,803,0,0,0.020570755,1
1000156,2,500078,1,440,440,440,803,0,0,0.018384933,1
1000156,2,500078,1,440,440,440,803,0,0,0.012392044,1
1000156,2,500078,1,440,440,440,803,0,0,0.020523071,1
1000156,2,500078,1,440,440,440,803,0,0,0.020545959,1
1000156,2,500078,1,440,440,440,803,0,0,0.020490646,1
1000156,2,500078,1,440,440,440,803,0,0,0.020565033,1
1000156,2,500078,1,440,440,440,803,0,0,0.018421173,1
1000157,1621,617,1,440,440,440,803,3741,56288,1.194423676,1
1000157,1621,617,1,440,440,440,803,3741,56288,1.052154541,1
1000157,1621,617,1,440,440,440,803,3741,56288,1.046066284,1
1000157,1621,617,1,440,440,440,803,3741,56288,1.041915894,1
1000157,1621,617,1,440,440,440,803,3741,56288,1.052412033,1
1000157,1621,617,1,440,440,440,803,3741,56288,1.0626297,1
1000157,1621,617,1,440,440,440,803,3741,56288,1.081172943,1
1000157,1621,617,1,440,440,440,803,3741,56288,1.073331833,1
1000157,1621,617,1,440,440,440,803,3741,56288,1.065481186,1
1000157,1621,617,1,440,440,440,803,3741,56288,1.067657471,1
1000158,2,500079,1,440,440,440,803,1,295,0.030790329,1
1000158,2,500079,1,440,440,440,803,1,295,0.020477295,1
1000158,2,500079,1,440,440,440,803,1,295,0.030858994,1
1000158,2,500079,1,440,440,440,803,1,295,0.020534515,1
1000158,2,500079,1,440,440,440,803,1,295,0.020536423,1
1000158,2,500079,1,440,440,440,803,1,295,0.030757904,1
1000158,2,500079,1,440,440,440,803,1,295,0.020523071,1
1000158,2,500079,1,440,440,440,803,1,295,0.028699875,1
1000158,2,500079,1,440,440,440,803,1,295,0.022712708,1
1000158,2,500079,1,440,440,440,803,1,295,0.020542145,1
1000159,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,9621,219600,2.980712891,1
1000159,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,9621,219600,2.993614197,1
1000159,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,9621,219600,2.991506577,1
1000159,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,9621,219600,3.067424774,1
1000159,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,9621,219600,3.580335617,1
1000159,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,9621,219600,3.053123474,1
1000159,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,9621,219600,2.989971161,1
1000159,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,9621,219600,3.118413925,1
1000159,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,9621,219600,3.017421722,1
1000159,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,9621,219600,3.010251999,1
1000160,2,500080,1,440,440,440,803,0,0,0.020729065,1
1000160,2,500080,1,440,440,440,803,0,0,0.020437241,1
1000160,2,500080,1,440,440,440,803,0,0,0.020647049,1
1000160,2,500080,1,440,440,440,803,0,0,0.020347595,1
1000160,2,500080,1,440,440,440,803,0,0,0.020549774,1
1000160,2,500080,1,440,440,440,803,0,0,0.010276794,1
1000160,2,500080,1,440,440,440,803,0,0,0.020551682,1
1000160,2,500080,1,440,440,440,803,0,0,0.020540237,1
1000160,2,500080,1,440,440,440,803,0,0,0.018447876,1
1000160,2,500080,1,440,440,440,803,0,0,0.012451172,1
1000161,3,333387,1,440,440,440,803,0,0,0.020490646,1
1000161,3,333387,1,440,440,440,803,0,0,0.010290146,1
1000161,3,333387,1,440,440,440,803,0,0,0.020446777,1
1000161,3,333387,1,440,440,440,803,0,0,0.010253906,1
1000161,3,333387,1,440,440,440,803,0,0,0.018409729,1
1000161,3,333387,1,440,440,440,803,0,0,0.012435913,1
1000161,3,333387,1,440,440,440,803,0,0,0.010282516,1
1000161,3,333387,1,440,440,440,803,0,0,0.020549774,1
1000161,3,333387,1,440,440,440,803,0,0,0.010280609,1
1000161,3,333387,1,440,440,440,803,0,0,0.020601273,1
1000162,500081,2,1,440,440,440,803,15,1340,0.102762222,1
1000162,500081,2,1,440,440,440,803,15,1340,0.110996246,1
1000162,500081,2,1,440,440,440,803,15,1340,0.103603363,1
1000162,500081,2,1,440,440,440,803,15,1340,0.101182938,1
1000162,500081,2,1,440,440,440,803,15,1340,0.109384537,1
1000162,500081,2,1,440,440,440,803,15,1340,0.103435516,1
1000162,500081,2,1,440,440,440,803,15,1340,0.112071991,1
