N,Factor X,Factor Y,Is Correct,Num Vars,Num Integer Vars,Num Binary Vars,Num Constraints,Node Count,Simplex Iterations Count,Runtime,Is MIP
1000161,111129,9,1,71,71,31,135,115,645,0.070205688,1
1000161,111129,9,1,71,71,31,135,115,645,0.052499771,1
1000161,111129,9,1,71,71,31,135,115,645,0.081029892,1
1000161,111129,9,1,71,71,31,135,115,645,0.073221207,1
1000161,111129,9,1,71,71,31,135,115,645,0.054792404,1
1000162,500081,2,1,71,71,31,135,1,115,0.007200241,1
1000162,500081,2,1,71,71,31,135,1,115,0.005815506,1
1000162,500081,2,1,71,71,31,135,1,115,0.009754181,1
1000162,500081,2,1,71,71,31,135,1,115,0.00810051,1
1000162,500081,2,1,71,71,31,135,1,115,0.010198593,1
1000163,8851,113,0,71,71,31,135,13850,80526,2.176557541,1
1000163,8851,113,0,71,71,31,135,13850,80526,2.196601868,1
1000163,8851,113,0,71,71,31,135,13850,80526,2.176765442,1
1000163,8851,113,0,71,71,31,135,13850,80526,2.463445663,1
1000163,8851,113,0,71,71,31,135,13850,80526,2.094299316,1
1000164,500082,2,1,71,71,31,135,115,661,0.090454102,1
1000164,500082,2,1,71,71,31,135,115,661,0.092088699,1
1000164,500082,2,1,71,71,31,135,115,661,0.080314636,1
1000164,500082,2,1,71,71,31,135,115,661,0.083885193,1
1000164,500082,2,1,71,71,31,135,115,661,0.070171356,1
1000165,200033,5,1,71,71,31,135,3022,14700,0.349458695,1
1000165,200033,5,1,71,71,31,135,3022,14700,0.403837204,1
1000165,200033,5,1,71,71,31,135,3022,14700,0.395111084,1
1000165,200033,5,1,71,71,31,135,3022,14700,0.35140419,1
1000165,200033,5,1,71,71,31,135,3022,14700,0.408597946,1
1000166,250041,4.000003998,0,71,71,31,135,39,208,0.05153656,1
1000166,250041,4.000003998,0,71,71,31,135,39,208,0.05103302,1
1000166,250041,4.000003998,0,71,71,31,135,39,208,0.061452866,1
1000166,250041,4.000003998,0,71,71,31,135,39,208,0.061126709,1
1000166,250041,4.000003998,0,71,71,31,135,39,208,0.050893784,1
1000167,333389,3,1,71,71,31,135,177,831,0.089712143,1
1000167,333389,3,1,71,71,31,135,177,831,0.100347519,1
1000167,333389,3,1,71,71,31,135,177,831,0.096427917,1
1000167,333389,3,1,71,71,31,135,177,831,0.093641281,1
1000167,333389,3,1,71,71,31,135,177,831,0.106374741,1
1000168,125021,8,1,71,71,31,135,1,88,0.028514862,1
1000168,125021,8,1,71,71,31,135,1,88,0.012235641,1
1000168,125021,8,1,71,71,31,135,1,88,0.029232025,1
1000168,125021,8,1,71,71,31,135,1,88,0.022979736,1
1000168,125021,8,1,71,71,31,135,1,88,0.018352509,1
1000169,333731,3,0,71,71,31,135,18413,132658,4.553422928,1
1000169,333731,3,0,71,71,31,135,18413,132658,4.908201218,1
1000169,333731,3,0,71,71,31,135,18413,132658,5.081733704,1
1000169,333731,3,0,71,71,31,135,18413,132658,5.042013168,1
1000169,333731,3,0,71,71,31,135,18413,132658,5.237991333,1
1000170,500085,2,1,71,71,31,135,1,123,0.01997757,1
1000170,500085,2,1,71,71,31,135,1,123,0.031190872,1
1000170,500085,2,1,71,71,31,135,1,123,0.021043777,1
1000170,500085,2,1,71,71,31,135,1,123,0.020856857,1
1000170,500085,2,1,71,71,31,135,1,123,0.017713547,1
1000171,110675,9.000007998,0,71,71,31,135,9199,35115,1.636207581,1
1000171,110675,9.000007998,0,71,71,31,135,9199,35115,1.667814255,1
1000171,110675,9.000007998,0,71,71,31,135,9199,35115,1.646282196,1
1000171,110675,9.000007998,0,71,71,31,135,9199,35115,1.587474823,1
1000171,110675,9.000007998,0,71,71,31,135,9199,35115,1.630029678,1
1000172,500086,2,1,71,71,31,135,1,131,0.030437469,1
1000172,500086,2,1,71,71,31,135,1,131,0.026937485,1
1000172,500086,2,1,71,71,31,135,1,131,0.028411865,1
1000172,500086,2,1,71,71,31,135,1,131,0.022773743,1
1000172,500086,2,1,71,71,31,135,1,131,0.023834229,1
1000173,333391,3,1,71,71,31,135,449,1855,0.145027161,1
1000173,333391,3,1,71,71,31,135,449,1855,0.129938126,1
1000173,333391,3,1,71,71,31,135,449,1855,0.127557755,1
1000173,333391,3,1,71,71,31,135,449,1855,0.123960495,1
1000173,333391,3,1,71,71,31,135,449,1855,0.12383461,1
1000174,500087,2,1,71,71,31,135,1,127,0.0091362,1
1000174,500087,2,1,71,71,31,135,1,127,0.009231567,1
1000174,500087,2,1,71,71,31,135,1,127,0.00957489,1
1000174,500087,2,1,71,71,31,135,1,127,0.009292603,1
1000174,500087,2,1,71,71,31,135,1,127,0.004354477,1
1000175,200035,5,0,71,71,31,135,3072,12434,0.380039215,1
1000175,200035,5,0,71,71,31,135,3072,12434,0.406396866,1
1000175,200035,5,0,71,71,31,135,3072,12434,0.315704346,1
1000175,200035,5,0,71,71,31,135,3072,12434,0.27199173,1
1000175,200035,5,0,71,71,31,135,3072,12434,0.395513535,1
1000176,250044,4,1,71,71,31,135,39,180,0.043834686,1
1000176,250044,4,1,71,71,31,135,39,180,0.048826218,1
1000176,250044,4,1,71,71,31,135,39,180,0.040920258,1
1000176,250044,4,1,71,71,31,135,39,180,0.044591904,1
1000176,250044,4,1,71,71,31,135,39,180,0.038007736,1
1000177,14087,71,1,71,71,31,135,4431,20016,0.91113472,1
1000177,14087,71,1,71,71,31,135,4431,20016,0.986810684,1
1000177,14087,71,1,71,71,31,135,4431,20016,0.935354233,1
1000177,14087,71,1,71,71,31,135,4431,20016,0.990486145,1
1000177,14087,71,1,71,71,31,135,4431,20016,0.89497757,1
1000178,500089,2,1,71,71,31,135,1,104,0.004524231,1
1000178,500089,2,1,71,71,31,135,1,104,0.005899429,1
1000178,500089,2,1,71,71,31,135,1,104,0.006996155,1
1000178,500089,2,1,71,71,31,135,1,104,0.001037598,1
1000178,500089,2,1,71,71,31,135,1,104,0.014928818,1
1000179,111131,9,1,71,71,31,135,39,318,0.061813354,1
1000179,111131,9,1,71,71,31,135,39,318,0.06401062,1
1000179,111131,9,1,71,71,31,135,39,318,0.060604095,1
1000179,111131,9,1,71,71,31,135,39,318,0.06070137,1
1000179,111131,9,1,71,71,31,135,39,318,0.048912048,1
1000180,500090,2,1,71,71,31,135,1,100,0.006832123,1
1000180,500090,2,1,71,71,31,135,1,100,0.012491226,1
1000180,500090,2,1,71,71,31,135,1,100,0.007301331,1
1000180,500090,2,1,71,71,31,135,1,100,0.008117676,1
1000180,500090,2,1,71,71,31,135,1,100,0.010440826,1
1000181,142883,7,1,71,71,31,135,1629,5946,0.229537964,1
1000181,142883,7,1,71,71,31,135,1629,5946,0.224964142,1
1000181,142883,7,1,71,71,31,135,1629,5946,0.229839325,1
1000181,142883,7,1,71,71,31,135,1629,5946,0.228733063,1
1000181,142883,7,1,71,71,31,135,1629,5946,0.233697891,1
1000182,500091,2,1,71,71,31,135,75,378,0.068677902,1
1000182,500091,2,1,71,71,31,135,75,378,0.047269821,1
1000182,500091,2,1,71,71,31,135,75,378,0.06659317,1
1000182,500091,2,1,71,71,31,135,75,378,0.061368942,1
1000182,500091,2,1,71,71,31,135,75,378,0.053836823,1
1000183,139,7224.991818,0,71,71,31,135,6455,26324,0.733272553,1
1000183,139,7224.991818,0,71,71,31,135,6455,26324,0.712862015,1
1000183,139,7224.991818,0,71,71,31,135,6455,26324,0.720973969,1
1000183,139,7224.991818,0,71,71,31,135,6455,26324,0.726718903,1
1000183,139,7224.991818,0,71,71,31,135,6455,26324,0.743694305,1
1000184,250046,4,1,71,71,31,135,1,84,0.027126312,1
1000184,250046,4,1,71,71,31,135,1,84,0.022541046,1
1000184,250046,4,1,71,71,31,135,1,84,0.029644012,1
1000184,250046,4,1,71,71,31,135,1,84,0.022968292,1
1000184,250046,4,1,71,71,31,135,1,84,0.020896912,1
1000185,3,333395,1,71,71,31,135,0,0,0.003005981,1
1000185,3,333395,1,71,71,31,135,0,0,0.007249832,1
1000185,3,333395,1,71,71,31,135,0,0,0.00585556,1
1000185,3,333395,1,71,71,31,135,0,0,0.003051758,1
1000185,3,333395,1,71,71,31,135,0,0,0.003103256,1
1000186,500093,2,1,71,71,31,135,39,302,0.060171127,1
1000186,500093,2,1,71,71,31,135,39,302,0.066005707,1
1000186,500093,2,1,71,71,31,135,39,302,0.062351227,1
1000186,500093,2,1,71,71,31,135,39,302,0.066728592,1
1000186,500093,2,1,71,71,31,135,39,302,0.066720963,1
1000187,333737,3,0,71,71,31,135,16194,102711,3.462285995,1
1000187,333737,3,0,71,71,31,135,16194,102711,3.394380569,1
1000187,333737,3,0,71,71,31,135,16194,102711,3.372070313,1
1000187,333737,3,0,71,71,31,135,16194,102711,3.156965256,1
1000187,333737,3,0,71,71,31,135,16194,102711,2.98772049,1
1000188,500094,2,1,71,71,31,135,1,53,0.009428024,1
1000188,500094,2,1,71,71,31,135,1,53,0.002922058,1
1000188,500094,2,1,71,71,31,135,1,53,0.009277344,1
1000188,500094,2,1,71,71,31,135,1,53,0.005331039,1
1000188,500094,2,1,71,71,31,135,1,53,0,1
1000189,15419,65.000004,0,71,71,31,135,1075,4384,0.185565949,1
1000189,15419,65.000004,0,71,71,31,135,1075,4384,0.170423508,1
1000189,15419,65.000004,0,71,71,31,135,1075,4384,0.177808762,1
1000189,15419,65.000004,0,71,71,31,135,1075,4384,0.18334198,1
1000189,15419,65.000004,0,71,71,31,135,1075,4384,0.205821991,1
1000190,500095,2,0,71,71,31,135,147,810,0.071849823,1
1000190,500095,2,0,71,71,31,135,147,810,0.075241089,1
1000190,500095,2,0,71,71,31,135,147,810,0.079288483,1
1000190,500095,2,0,71,71,31,135,147,810,0.112112045,1
1000190,500095,2,0,71,71,31,135,147,810,0.086711884,1
1000191,333397,3,1,71,71,31,135,1629,4732,0.154453278,1
1000191,333397,3,1,71,71,31,135,1629,4732,0.175199509,1
1000191,333397,3,1,71,71,31,135,1629,4732,0.216257095,1
1000191,333397,3,1,71,71,31,135,1629,4732,0.227973938,1
1000191,333397,3,1,71,71,31,135,1629,4732,0.190011978,1
1000192,2,500096,1,71,71,31,135,0,0,0.003229141,1
1000192,2,500096,1,71,71,31,135,0,0,0.004922867,1
1000192,2,500096,1,71,71,31,135,0,0,0.004487991,1
1000192,2,500096,1,71,71,31,135,0,0,0.003997803,1
1000192,2,500096,1,71,71,31,135,0,0,0.009317398,1
1000193,333739,2.99795332,0,71,71,31,135,15253,63429,2.730195999,1
1000193,333739,2.99795332,0,71,71,31,135,15253,63429,2.612277985,1
1000193,333739,2.99795332,0,71,71,31,135,15253,63429,2.475944519,1
1000193,333739,2.99795332,0,71,71,31,135,15253,63429,2.662006378,1
1000193,333739,2.99795332,0,71,71,31,135,15253,63429,2.829845428,1
1000194,500097,2,1,71,71,31,135,1,149,0.014814377,1
1000194,500097,2,1,71,71,31,135,1,149,0.023763657,1
1000194,500097,2,1,71,71,31,135,1,149,0.013702393,1
1000194,500097,2,1,71,71,31,135,1,149,0.012498856,1
1000194,500097,2,1,71,71,31,135,1,149,0.017469406,1
1000195,200039,5,1,71,71,31,135,65,623,0.081954956,1
1000195,200039,5,1,71,71,31,135,65,623,0.076173782,1
1000195,200039,5,1,71,71,31,135,65,623,0.070142746,1
1000195,200039,5,1,71,71,31,135,65,623,0.077445984,1
1000195,200039,5,1,71,71,31,135,65,623,0.081789017,1
1000196,2,500098,1,71,71,31,135,1,93,0,1
1000196,2,500098,1,71,71,31,135,1,93,0.014705658,1
1000196,2,500098,1,71,71,31,135,1,93,0,1
1000196,2,500098,1,71,71,31,135,1,93,0.00103569,1
1000196,2,500098,1,71,71,31,135,1,93,0.015644073,1
1000197,111133,9,0,71,71,31,135,687,2848,0.1167202,1
1000197,111133,9,0,71,71,31,135,687,2848,0.134506226,1
1000197,111133,9,0,71,71,31,135,687,2848,0.141506195,1
1000197,111133,9,0,71,71,31,135,687,2848,0.145664215,1
1000197,111133,9,0,71,71,31,135,687,2848,0.143558502,1
1000198,500099,2,1,71,71,31,135,15,105,0.048154831,1
1000198,500099,2,1,71,71,31,135,15,105,0.03295517,1
1000198,500099,2,1,71,71,31,135,15,105,0.048139572,1
1000198,500099,2,1,71,71,31,135,15,105,0.04167366,1
1000198,500099,2,1,71,71,31,135,15,105,0.031908035,1
1000199,7,142301.0082,0,71,71,31,135,16414,97038,4.610380173,1
1000199,7,142301.0082,0,71,71,31,135,16414,97038,4.464418411,1
1000199,7,142301.0082,0,71,71,31,135,16414,97038,4.38820076,1
1000199,7,142301.0082,0,71,71,31,135,16414,97038,3.935956955,1
1000199,7,142301.0082,0,71,71,31,135,16414,97038,3.561153412,1
1000200,125025,8,1,71,71,31,135,0,71,0.004491806,1
1000200,125025,8,1,71,71,31,135,0,71,0.009412766,1
1000200,125025,8,1,71,71,31,135,0,71,0.007429123,1
1000200,125025,8,1,71,71,31,135,0,71,0.001996994,1
1000200,125025,8,1,71,71,31,135,0,71,0.012943268,1
