,N,Factor,Is Correct,Is Larger Factor,Num Vars,Num Integer Vars,Num Binary Vars,Num Constraints,Node Count,Simplex Iterations Count,Runtime,Is MIP
710,1000071,3,1,1,41,41,20,83,0,0,0.003034592,1
711,1000071,3,1,1,41,41,20,83,0,0,0,1
712,1000071,3,1,1,41,41,20,83,0,0,0,1
713,1000071,3,1,1,41,41,20,83,0,0,0.005010605,1
714,1000071,3,1,1,41,41,20,83,0,0,0,1
715,1000071,3,1,1,41,41,20,83,0,0,0,1
716,1000071,3,1,1,41,41,20,83,0,0,0,1
717,1000071,3,1,1,41,41,20,83,0,0,0.007240295,1
718,1000071,3,1,1,41,41,20,83,0,0,0.001819611,1
719,1000071,3,1,1,41,41,20,83,0,0,0.003061295,1
720,1000072,2,1,1,41,41,20,83,0,0,0.003385544,1
721,1000072,2,1,1,41,41,20,83,0,0,0.004432678,1
722,1000072,2,1,1,41,41,20,83,0,0,0.003587723,1
723,1000072,2,1,1,41,41,20,83,0,0,0.003051758,1
724,1000072,2,1,1,41,41,20,83,0,0,0.003795624,1
725,1000072,2,1,1,41,41,20,83,0,0,0.003046036,1
726,1000072,2,1,1,41,41,20,83,0,0,0.003164291,1
727,1000072,2,1,1,41,41,20,83,0,0,0.004442215,1
728,1000072,2,1,1,41,41,20,83,0,0,0.002891541,1
729,1000072,2,1,1,41,41,20,83,0,0,0.001045227,1
730,1000073,5587,1,1,41,41,20,83,227,662,0.08042717,1
731,1000073,5587,1,1,41,41,20,83,227,662,0.049936295,1
732,1000073,5587,1,1,41,41,20,83,227,662,0.035507202,1
733,1000073,5587,1,1,41,41,20,83,227,662,0.036678314,1
734,1000073,5587,1,1,41,41,20,83,227,662,0.031629562,1
735,1000073,5587,1,1,41,41,20,83,227,662,0.039884567,1
736,1000073,5587,1,1,41,41,20,83,227,662,0.036647797,1
737,1000073,5587,1,1,41,41,20,83,227,662,0.030340195,1
738,1000073,5587,1,1,41,41,20,83,227,662,0.042850494,1
739,1000073,5587,1,1,41,41,20,83,227,662,0.03874588,1
740,1000074,2,1,1,41,41,20,83,0,0,0.002794266,1
741,1000074,2,1,1,41,41,20,83,0,0,0.002510071,1
742,1000074,2,1,1,41,41,20,83,0,0,0.00230217,1
743,1000074,2,1,1,41,41,20,83,0,0,0.002748489,1
744,1000074,2,1,1,41,41,20,83,0,0,0.001003265,1
745,1000074,2,1,1,41,41,20,83,0,0,0.002016068,1
746,1000074,2,1,1,41,41,20,83,0,0,0.002048492,1
747,1000074,2,1,1,41,41,20,83,0,0,0.001276016,1
748,1000074,2,1,1,41,41,20,83,0,0,0.00104332,1
749,1000074,2,1,1,41,41,20,83,0,0,0.001438141,1
750,1000075,8697,0,0,41,41,20,83,29,81,0.021924973,1
751,1000075,8697,0,0,41,41,20,83,29,81,0.018514633,1
752,1000075,8697,0,0,41,41,20,83,29,81,0.015676498,1
753,1000075,8697,0,0,41,41,20,83,29,81,0.014696121,1
754,1000075,8697,0,0,41,41,20,83,29,81,0.021942139,1
755,1000075,8697,0,0,41,41,20,83,29,81,0.016965866,1
756,1000075,8697,0,0,41,41,20,83,29,81,0.017536163,1
757,1000075,8697,0,0,41,41,20,83,29,81,0.014663696,1
758,1000075,8697,0,0,41,41,20,83,29,81,0.017103195,1
759,1000075,8697,0,0,41,41,20,83,29,81,0.018060684,1
760,1000076,2,1,1,41,41,20,83,0,0,0.001001358,1
761,1000076,2,1,1,41,41,20,83,0,0,0.000999451,1
762,1000076,2,1,1,41,41,20,83,0,0,0,1
763,1000076,2,1,1,41,41,20,83,0,0,0.003847122,1
764,1000076,2,1,1,41,41,20,83,0,0,0.001543045,1
765,1000076,2,1,1,41,41,20,83,0,0,0.002105713,1
766,1000076,2,1,1,41,41,20,83,0,0,0.002004623,1
767,1000076,2,1,1,41,41,20,83,0,0,0.002159119,1
768,1000076,2,1,1,41,41,20,83,0,0,0.001001358,1
769,1000076,2,1,1,41,41,20,83,0,0,0.001848221,1
770,1000077,3,1,1,41,41,20,83,0,0,0.002002716,1
771,1000077,3,1,1,41,41,20,83,0,0,0.001579285,1
772,1000077,3,1,1,41,41,20,83,0,0,0,1
773,1000077,3,1,1,41,41,20,83,0,0,0,1
774,1000077,3,1,1,41,41,20,83,0,0,0,1
775,1000077,3,1,1,41,41,20,83,0,0,0.005590439,1
776,1000077,3,1,1,41,41,20,83,0,0,0,1
777,1000077,3,1,1,41,41,20,83,0,0,0,1
778,1000077,3,1,1,41,41,20,83,0,0,0.001998901,1
779,1000077,3,1,1,41,41,20,83,0,0,0.002191544,1
780,1000078,2,1,1,41,41,20,83,0,0,0.001289368,1
781,1000078,2,1,1,41,41,20,83,0,0,0.001996994,1
782,1000078,2,1,1,41,41,20,83,0,0,0,1
783,1000078,2,1,1,41,41,20,83,0,0,0,1
784,1000078,2,1,1,41,41,20,83,0,0,0,1
785,1000078,2,1,1,41,41,20,83,0,0,0.005104065,1
786,1000078,2,1,1,41,41,20,83,0,0,0.003757477,1
787,1000078,2,1,1,41,41,20,83,0,0,0.002609253,1
788,1000078,2,1,1,41,41,20,83,0,0,0.001005173,1
789,1000078,2,1,1,41,41,20,83,0,0,0.002128601,1
790,1000079,32261,0,0,41,41,20,83,105,311,0.03850174,1
791,1000079,32261,0,0,41,41,20,83,105,311,0.030693054,1
792,1000079,32261,0,0,41,41,20,83,105,311,0.034553528,1
793,1000079,32261,0,0,41,41,20,83,105,311,0.036109924,1
794,1000079,32261,0,0,41,41,20,83,105,311,0.032068253,1
795,1000079,32261,0,0,41,41,20,83,105,311,0.03247261,1
796,1000079,32261,0,0,41,41,20,83,105,311,0.032045364,1
797,1000079,32261,0,0,41,41,20,83,105,311,0.034235001,1
798,1000079,32261,0,0,41,41,20,83,105,311,0.031822205,1
799,1000079,32261,0,0,41,41,20,83,105,311,0.031679153,1
800,1000080,2,1,1,41,41,20,83,0,0,0.000995636,1
801,1000080,2,1,1,41,41,20,83,0,0,0.000999451,1
802,1000080,2,1,1,41,41,20,83,0,0,0,1
803,1000080,2,1,1,41,41,20,83,0,0,0,1
804,1000080,2,1,1,41,41,20,83,0,0,0,1
805,1000080,2,1,1,41,41,20,83,0,0,0.005395889,1
806,1000080,2,1,1,41,41,20,83,0,0,0.001052856,1
807,1000080,2,1,1,41,41,20,83,0,0,0.00164032,1
808,1000080,2,1,1,41,41,20,83,0,0,0.002002716,1
809,1000080,2,1,1,41,41,20,83,0,0,0.001220703,1
810,1000081,5587,0,0,41,41,20,83,247,771,0.051467896,1
811,1000081,5587,0,0,41,41,20,83,247,771,0.042791367,1
812,1000081,5587,0,0,41,41,20,83,247,771,0.051864624,1
813,1000081,5587,0,0,41,41,20,83,247,771,0.04659462,1
814,1000081,5587,0,0,41,41,20,83,247,771,0.042064667,1
815,1000081,5587,0,0,41,41,20,83,247,771,0.041706085,1
816,1000081,5587,0,0,41,41,20,83,247,771,0.048648834,1
817,1000081,5587,0,0,41,41,20,83,247,771,0.044511795,1
818,1000081,5587,0,0,41,41,20,83,247,771,0.044223785,1
819,1000081,5587,0,0,41,41,20,83,247,771,0.044065475,1
820,1000082,2,1,1,41,41,20,83,0,0,0.002187729,1
821,1000082,2,1,1,41,41,20,83,0,0,0.001522064,1
822,1000082,2,1,1,41,41,20,83,0,0,0.002080917,1
823,1000082,2,1,1,41,41,20,83,0,0,0.001506805,1
824,1000082,2,1,1,41,41,20,83,0,0,0.002002716,1
825,1000082,2,1,1,41,41,20,83,0,0,0.001079559,1
826,1000082,2,1,1,41,41,20,83,0,0,0.001653671,1
827,1000082,2,1,1,41,41,20,83,0,0,0.001937866,1
828,1000082,2,1,1,41,41,20,83,0,0,0,1
829,1000082,2,1,1,41,41,20,83,0,0,0,1
830,1000083,3,1,1,41,41,20,83,0,0,0.001996994,1
831,1000083,3,1,1,41,41,20,83,0,0,0.002616882,1
832,1000083,3,1,1,41,41,20,83,0,0,0.001001358,1
833,1000083,3,1,1,41,41,20,83,0,0,0,1
834,1000083,3,1,1,41,41,20,83,0,0,0,1
835,1000083,3,1,1,41,41,20,83,0,0,0.005643845,1
836,1000083,3,1,1,41,41,20,83,0,0,0.002000809,1
837,1000083,3,1,1,41,41,20,83,0,0,0.000999451,1
838,1000083,3,1,1,41,41,20,83,0,0,0.002710342,1
839,1000083,3,1,1,41,41,20,83,0,0,0.001335144,1
840,1000084,2,1,1,41,41,20,83,0,0,0.002002716,1
841,1000084,2,1,1,41,41,20,83,0,0,0.002086639,1
842,1000084,2,1,1,41,41,20,83,0,0,0.001001358,1
843,1000084,2,1,1,41,41,20,83,0,0,0.000999451,1
844,1000084,2,1,1,41,41,20,83,0,0,0,1
845,1000084,2,1,1,41,41,20,83,0,0,0.003070831,1
846,1000084,2,1,1,41,41,20,83,0,0,0.00120163,1
847,1000084,2,1,1,41,41,20,83,0,0,0.002048492,1
848,1000084,2,1,1,41,41,20,83,0,0,0.001489639,1
849,1000084,2,1,1,41,41,20,83,0,0,0.001434326,1
850,1000085,16951,0,0,41,41,20,83,105,306,0.03991127,1
851,1000085,16951,0,0,41,41,20,83,105,306,0.035207748,1
852,1000085,16951,0,0,41,41,20,83,105,306,0.033084869,1
853,1000085,16951,0,0,41,41,20,83,105,306,0.033369064,1
854,1000085,16951,0,0,41,41,20,83,105,306,0.025669098,1
855,1000085,16951,0,0,41,41,20,83,105,306,0.031209946,1
856,1000085,16951,0,0,41,41,20,83,105,306,0.039699554,1
857,1000085,16951,0,0,41,41,20,83,105,306,0.031276703,1
858,1000085,16951,0,0,41,41,20,83,105,306,0.031440735,1
859,1000085,16951,0,0,41,41,20,83,105,306,0.032155991,1
860,1000086,2,1,1,41,41,20,83,0,0,0.001527786,1
861,1000086,2,1,1,41,41,20,83,0,0,0.000989914,1
862,1000086,2,1,1,41,41,20,83,0,0,0.001913071,1
863,1000086,2,1,1,41,41,20,83,0,0,0.001001358,1
864,1000086,2,1,1,41,41,20,83,0,0,0,1
865,1000086,2,1,1,41,41,20,83,0,0,0,1
866,1000086,2,1,1,41,41,20,83,0,0,0,1
867,1000086,2,1,1,41,41,20,83,0,0,0.005125046,1
868,1000086,2,1,1,41,41,20,83,0,0,0.001914978,1
869,1000086,2,1,1,41,41,20,83,0,0,0.000999451,1
870,1000087,66673,0,0,41,41,20,83,105,299,0.032938004,1
871,1000087,66673,0,0,41,41,20,83,105,299,0.030252457,1
872,1000087,66673,0,0,41,41,20,83,105,299,0.029317856,1
873,1000087,66673,0,0,41,41,20,83,105,299,0.03045845,1
874,1000087,66673,0,0,41,41,20,83,105,299,0.034351349,1
875,1000087,66673,0,0,41,41,20,83,105,299,0.030958176,1
876,1000087,66673,0,0,41,41,20,83,105,299,0.027770996,1
877,1000087,66673,0,0,41,41,20,83,105,299,0.037900925,1
878,1000087,66673,0,0,41,41,20,83,105,299,0.032739639,1
879,1000087,66673,0,0,41,41,20,83,105,299,0.030792236,1
880,1000088,2,1,1,41,41,20,83,0,0,0.002033234,1
881,1000088,2,1,1,41,41,20,83,0,0,0.000999451,1
882,1000088,2,1,1,41,41,20,83,0,0,0.001234055,1
883,1000088,2,1,1,41,41,20,83,0,0,0.001998901,1
884,1000088,2,1,1,41,41,20,83,0,0,0.002031326,1
885,1000088,2,1,1,41,41,20,83,0,0,0.00194931,1
886,1000088,2,1,1,41,41,20,83,0,0,0.001346588,1
887,1000088,2,1,1,41,41,20,83,0,0,0.002008438,1
888,1000088,2,1,1,41,41,20,83,0,0,0.002023697,1
889,1000088,2,1,1,41,41,20,83,0,0,0,1
890,1000089,3,1,1,41,41,20,83,0,0,0.003072739,1
891,1000089,3,1,1,41,41,20,83,0,0,0.002578735,1
892,1000089,3,1,1,41,41,20,83,0,0,0.003210068,1
893,1000089,3,1,1,41,41,20,83,0,0,0.002443314,1
894,1000089,3,1,1,41,41,20,83,0,0,0.001823425,1
895,1000089,3,1,1,41,41,20,83,0,0,0.001922607,1
896,1000089,3,1,1,41,41,20,83,0,0,0.00103569,1
897,1000089,3,1,1,41,41,20,83,0,0,0.002840042,1
898,1000089,3,1,1,41,41,20,83,0,0,0.002038956,1
899,1000089,3,1,1,41,41,20,83,0,0,0.00198555,1
900,1000090,2,1,1,41,41,20,83,0,0,0.001005173,1
901,1000090,2,1,1,41,41,20,83,0,0,0.002029419,1
902,1000090,2,1,1,41,41,20,83,0,0,0,1
903,1000090,2,1,1,41,41,20,83,0,0,0,1
904,1000090,2,1,1,41,41,20,83,0,0,0.004219055,1
905,1000090,2,1,1,41,41,20,83,0,0,0.002002716,1
906,1000090,2,1,1,41,41,20,83,0,0,0.00125885,1
907,1000090,2,1,1,41,41,20,83,0,0,0.002378464,1
908,1000090,2,1,1,41,41,20,83,0,0,0.001695633,1
909,1000090,2,1,1,41,41,20,83,0,0,0,1
910,1000091,5129,0,0,41,41,20,83,7,28,0.017482758,1
911,1000091,5129,0,0,41,41,20,83,7,28,0.014528275,1
912,1000091,5129,0,0,41,41,20,83,7,28,0.013692856,1
913,1000091,5129,0,0,41,41,20,83,7,28,0.013710022,1
914,1000091,5129,0,0,41,41,20,83,7,28,0.014625549,1
915,1000091,5129,0,0,41,41,20,83,7,28,0.014354706,1
916,1000091,5129,0,0,41,41,20,83,7,28,0.015008926,1
917,1000091,5129,0,0,41,41,20,83,7,28,0.013339996,1
918,1000091,5129,0,0,41,41,20,83,7,28,0.013982773,1
919,1000091,5129,0,0,41,41,20,83,7,28,0.015926361,1
920,1000092,2,1,1,41,41,20,83,0,0,0.002401352,1
921,1000092,2,1,1,41,41,20,83,0,0,0.001033783,1
922,1000092,2,1,1,41,41,20,83,0,0,0.001003265,1
923,1000092,2,1,1,41,41,20,83,0,0,0,1
924,1000092,2,1,1,41,41,20,83,0,0,0.002651215,1
925,1000092,2,1,1,41,41,20,83,0,0,0,1
926,1000092,2,1,1,41,41,20,83,0,0,0.003284454,1
927,1000092,2,1,1,41,41,20,83,0,0,0.00103569,1
928,1000092,2,1,1,41,41,20,83,0,0,0,1
929,1000092,2,1,1,41,41,20,83,0,0,0,1
930,1000093,43483,0,0,41,41,20,83,105,346,0.036100388,1
931,1000093,43483,0,0,41,41,20,83,105,346,0.036581039,1
932,1000093,43483,0,0,41,41,20,83,105,346,0.027786255,1
933,1000093,43483,0,0,41,41,20,83,105,346,0.045162201,1
934,1000093,43483,0,0,41,41,20,83,105,346,0.035224915,1
935,1000093,43483,0,0,41,41,20,83,105,346,0.035118103,1
936,1000093,43483,0,0,41,41,20,83,105,346,0.036567688,1
937,1000093,43483,0,0,41,41,20,83,105,346,0.038715363,1
938,1000093,43483,0,0,41,41,20,83,105,346,0.031871796,1
939,1000093,43483,0,0,41,41,20,83,105,346,0.048116684,1
940,1000094,2,1,1,41,41,20,83,0,0,0.002086639,1
941,1000094,2,1,1,41,41,20,83,0,0,0.000946045,1
942,1000094,2,1,1,41,41,20,83,0,0,0.00104332,1
943,1000094,2,1,1,41,41,20,83,0,0,0,1
944,1000094,2,1,1,41,41,20,83,0,0,0,1
945,1000094,2,1,1,41,41,20,83,0,0,0,1
946,1000094,2,1,1,41,41,20,83,0,0,0,1
947,1000094,2,1,1,41,41,20,83,0,0,0.007120132,1
948,1000094,2,1,1,41,41,20,83,0,0,0.000864029,1
949,1000094,2,1,1,41,41,20,83,0,0,0.001560211,1
950,1000095,3,1,1,41,41,20,83,0,0,0.002008438,1
951,1000095,3,1,1,41,41,20,83,0,0,0.001039505,1
952,1000095,3,1,1,41,41,20,83,0,0,0,1
953,1000095,3,1,1,41,41,20,83,0,0,0,1
954,1000095,3,1,1,41,41,20,83,0,0,0.006206512,1
955,1000095,3,1,1,41,41,20,83,0,0,0.00201416,1
956,1000095,3,1,1,41,41,20,83,0,0,0.002004623,1
957,1000095,3,1,1,41,41,20,83,0,0,0.002235413,1
958,1000095,3,1,1,41,41,20,83,0,0,0.00103569,1
959,1000095,3,1,1,41,41,20,83,0,0,0,1
960,1000096,2,1,1,41,41,20,83,0,0,0.002134323,1
961,1000096,2,1,1,41,41,20,83,0,0,0.002464294,1
962,1000096,2,1,1,41,41,20,83,0,0,0.002000809,1
963,1000096,2,1,1,41,41,20,83,0,0,0.001615524,1
964,1000096,2,1,1,41,41,20,83,0,0,0.001037598,1
965,1000096,2,1,1,41,41,20,83,0,0,0.001003265,1
966,1000096,2,1,1,41,41,20,83,0,0,0.000999451,1
967,1000096,2,1,1,41,41,20,83,0,0,0,1
968,1000096,2,1,1,41,41,20,83,0,0,0,1
969,1000096,2,1,1,41,41,20,83,0,0,0.004453659,1
970,1000097,7,1,1,41,41,20,83,1,10,0.003074646,1
971,1000097,7,1,1,41,41,20,83,1,10,0.002536774,1
972,1000097,7,1,1,41,41,20,83,1,10,0,1
973,1000097,7,1,1,41,41,20,83,1,10,0.005525589,1
974,1000097,7,1,1,41,41,20,83,1,10,0.003055573,1
975,1000097,7,1,1,41,41,20,83,1,10,0.002689362,1
976,1000097,7,1,1,41,41,20,83,1,10,0.003002167,1
977,1000097,7,1,1,41,41,20,83,1,10,0,1
978,1000097,7,1,1,41,41,20,83,1,10,0.004936218,1
979,1000097,7,1,1,41,41,20,83,1,10,0,1
980,1000098,2,1,1,41,41,20,83,0,0,0.000999451,1
981,1000098,2,1,1,41,41,20,83,0,0,0.00103569,1
982,1000098,2,1,1,41,41,20,83,0,0,0,1
983,1000098,2,1,1,41,41,20,83,0,0,0.00254631,1
984,1000098,2,1,1,41,41,20,83,0,0,0.001037598,1
985,1000098,2,1,1,41,41,20,83,0,0,0,1
986,1000098,2,1,1,41,41,20,83,0,0,0,1
987,1000098,2,1,1,41,41,20,83,0,0,0,1
988,1000098,2,1,1,41,41,20,83,0,0,0,1
989,1000098,2,1,1,41,41,20,83,0,0,0.006067276,1
990,1000099,76931,0,0,41,41,20,83,105,319,0.054721832,1
991,1000099,76931,0,0,41,41,20,83,105,319,0.036598206,1
992,1000099,76931,0,0,41,41,20,83,105,319,0.034910202,1
993,1000099,76931,0,0,41,41,20,83,105,319,0.037843704,1
994,1000099,76931,0,0,41,41,20,83,105,319,0.032394409,1
995,1000099,76931,0,0,41,41,20,83,105,319,0.036689758,1
996,1000099,76931,0,0,41,41,20,83,105,319,0.030374527,1
997,1000099,76931,0,0,41,41,20,83,105,319,0.036523819,1
998,1000099,76931,0,0,41,41,20,83,105,319,0.044042587,1
999,1000099,76931,0,0,41,41,20,83,105,319,0.03660202,1
1000,1000100,2,1,1,41,41,20,83,0,0,0.003562927,1
1001,1000100,2,1,1,41,41,20,83,0,0,0.002714157,1
1002,1000100,2,1,1,41,41,20,83,0,0,0.002477646,1
1003,1000100,2,1,1,41,41,20,83,0,0,0.002206802,1
1004,1000100,2,1,1,41,41,20,83,0,0,0.002895355,1
1005,1000100,2,1,1,41,41,20,83,0,0,0.002574921,1
1006,1000100,2,1,1,41,41,20,83,0,0,0.000995636,1
1007,1000100,2,1,1,41,41,20,83,0,0,0.00459671,1
1008,1000100,2,1,1,41,41,20,83,0,0,0.002117157,1
1009,1000100,2,1,1,41,41,20,83,0,0,0.004869461,1
