N,Factor X,Factor Y,Is Correct,Num Vars,Num Integer Vars,Num Binary Vars,Num Constraints,Node Count,Simplex Iterations Count,Runtime,Is MIP
1000201,43487,23,1,440,440,440,803,8721,168184,6.851215363,1
1000201,43487,23,1,440,440,440,803,8721,168184,7.124311447,1
1000201,43487,23,1,440,440,440,803,8721,168184,6.762071609,1
1000201,43487,23,1,440,440,440,803,8721,168184,6.423158646,1
1000201,43487,23,1,440,440,440,803,8721,168184,6.254045486,1
1000201,43487,23,1,440,440,440,803,8721,168184,6.715061188,1
1000201,43487,23,1,440,440,440,803,8721,168184,6.645643234,1
1000201,43487,23,1,440,440,440,803,8721,168184,6.300064087,1
1000201,43487,23,1,440,440,440,803,8721,168184,6.688650131,1
1000201,43487,23,1,440,440,440,803,8721,168184,6.699295044,1
1000202,71443,14,1,440,440,440,803,4002,72689,3.461622238,1
1000202,71443,14,1,440,440,440,803,4002,72689,3.514139175,1
1000202,71443,14,1,440,440,440,803,4002,72689,3.339813232,1
1000202,71443,14,1,440,440,440,803,4002,72689,3.434144974,1
1000202,71443,14,1,440,440,440,803,4002,72689,3.284366608,1
1000202,71443,14,1,440,440,440,803,4002,72689,3.262659073,1
1000202,71443,14,1,440,440,440,803,4002,72689,3.399320602,1
1000202,71443,14,1,440,440,440,803,4002,72689,3.445150375,1
1000202,71443,14,1,440,440,440,803,4002,72689,3.436077118,1
1000202,71443,14,1,440,440,440,803,4002,72689,2.881851196,1
1000203,3,333401,1,440,440,440,803,0,0,0.031694412,1
1000203,3,333401,1,440,440,440,803,0,0,0.017831802,1
1000203,3,333401,1,440,440,440,803,0,0,0.033128738,1
1000203,3,333401,1,440,440,440,803,0,0,0.050165176,1
1000203,3,333401,1,440,440,440,803,0,0,0.033325195,1
1000203,3,333401,1,440,440,440,803,0,0,0.050535202,1
1000203,3,333401,1,440,440,440,803,0,0,0.020460129,1
1000203,3,333401,1,440,440,440,803,0,0,0.02879715,1
1000203,3,333401,1,440,440,440,803,0,0,0.035697937,1
1000203,3,333401,1,440,440,440,803,0,0,0.032058716,1
1000204,2,500102,1,440,440,440,803,0,0,0.033561707,1
1000204,2,500102,1,440,440,440,803,0,0,0.04265976,1
1000204,2,500102,1,440,440,440,803,0,0,0.041400909,1
1000204,2,500102,1,440,440,440,803,0,0,0.036130905,1
1000204,2,500102,1,440,440,440,803,0,0,0.036745071,1
1000204,2,500102,1,440,440,440,803,0,0,0.041555405,1
1000204,2,500102,1,440,440,440,803,0,0,0.041625977,1
1000204,2,500102,1,440,440,440,803,0,0,0.039381027,1
1000204,2,500102,1,440,440,440,803,0,0,0.040645599,1
1000204,2,500102,1,440,440,440,803,0,0,0.033370972,1
1000205,200041,5,1,440,440,440,803,8323,142378,4.74467659,1
1000205,200041,5,1,440,440,440,803,8323,142378,4.196016312,1
1000205,200041,5,1,440,440,440,803,8323,142378,5.176099777,1
1000205,200041,5,1,440,440,440,803,8323,142378,5.278291702,1
1000205,200041,5,1,440,440,440,803,8323,142378,5.109043121,1
1000205,200041,5,1,440,440,440,803,8323,142378,5.25362587,1
1000205,200041,5,1,440,440,440,803,8323,142378,4.958427429,1
1000205,200041,5,1,440,440,440,803,8323,142378,5.040491104,1
1000205,200041,5,1,440,440,440,803,8323,142378,4.968976974,1
1000205,200041,5,1,440,440,440,803,8323,142378,5.199768066,1
1000206,5526,181,1,440,440,440,803,270,4953,0.367780685,1
1000206,5526,181,1,440,440,440,803,270,4953,0.314329147,1
1000206,5526,181,1,440,440,440,803,270,4953,0.307626724,1
1000206,5526,181,1,440,440,440,803,270,4953,0.359079361,1
1000206,5526,181,1,440,440,440,803,270,4953,0.290086746,1
1000206,5526,181,1,440,440,440,803,270,4953,0.344713211,1
1000206,5526,181,1,440,440,440,803,270,4953,0.343053818,1
1000206,5526,181,1,440,440,440,803,270,4953,0.310232162,1
1000206,5526,181,1,440,440,440,803,270,4953,0.343017578,1
1000206,5526,181,1,440,440,440,803,270,4953,0.360456467,1
1000207,47,21281,1,440,440,440,803,4406,66472,2.093109131,1
1000207,47,21281,1,440,440,440,803,4406,66472,2.118722916,1
1000207,47,21281,1,440,440,440,803,4406,66472,2.139959335,1
1000207,47,21281,1,440,440,440,803,4406,66472,2.002222061,1
1000207,47,21281,1,440,440,440,803,4406,66472,2.004802704,1
1000207,47,21281,1,440,440,440,803,4406,66472,2.086952209,1
1000207,47,21281,1,440,440,440,803,4406,66472,2.298402786,1
1000207,47,21281,1,440,440,440,803,4406,66472,2.090656281,1
1000207,47,21281,1,440,440,440,803,4406,66472,2.04419136,1
1000207,47,21281,1,440,440,440,803,4406,66472,2.014450073,1
1000208,2,500104,1,440,440,440,803,0,0,0.038635254,1
1000208,2,500104,1,440,440,440,803,0,0,0.038921356,1
1000208,2,500104,1,440,440,440,803,0,0,0.030403137,1
1000208,2,500104,1,440,440,440,803,0,0,0.042915344,1
1000208,2,500104,1,440,440,440,803,0,0,0.032104492,1
1000208,2,500104,1,440,440,440,803,0,0,0.040842056,1
1000208,2,500104,1,440,440,440,803,0,0,0.038469315,1
1000208,2,500104,1,440,440,440,803,0,0,0.033845901,1
1000208,2,500104,1,440,440,440,803,0,0,0.04148674,1
1000208,2,500104,1,440,440,440,803,0,0,0.041707993,1
1000209,3,333403,1,440,440,440,803,0,0,0.026973724,1
1000209,3,333403,1,440,440,440,803,0,0,0.031732559,1
1000209,3,333403,1,440,440,440,803,0,0,0.027610779,1
1000209,3,333403,1,440,440,440,803,0,0,0.025857925,1
1000209,3,333403,1,440,440,440,803,0,0,0.030241013,1
1000209,3,333403,1,440,440,440,803,0,0,0.026248932,1
1000209,3,333403,1,440,440,440,803,0,0,0.028142929,1
1000209,3,333403,1,440,440,440,803,0,0,0.037788391,1
1000209,3,333403,1,440,440,440,803,0,0,0.029327393,1
1000209,3,333403,1,440,440,440,803,0,0,0.032461166,1
1000210,6898,145,1,440,440,440,803,3383,69675,2.024820328,1
1000210,6898,145,1,440,440,440,803,3383,69675,1.831039429,1
1000210,6898,145,1,440,440,440,803,3383,69675,2.003778458,1
1000210,6898,145,1,440,440,440,803,3383,69675,1.943412781,1
1000210,6898,145,1,440,440,440,803,3383,69675,1.979675293,1
1000210,6898,145,1,440,440,440,803,3383,69675,2.000801086,1
1000210,6898,145,1,440,440,440,803,3383,69675,1.977636337,1
1000210,6898,145,1,440,440,440,803,3383,69675,2.162330627,1
1000210,6898,145,1,440,440,440,803,3383,69675,2.042642593,1
1000210,6898,145,1,440,440,440,803,3383,69675,1.988950729,1
1000211,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,11586,228394,8.623636246,1
1000211,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,11586,228394,8.864612579,1
1000211,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,11586,228394,8.692955017,1
1000211,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,11586,228394,8.779304504,1
1000211,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,11586,228394,8.701169968,1
1000211,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,11586,228394,8.625761032,1
1000211,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,11586,228394,8.847557068,1
1000211,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,11586,228394,8.613679886,1
1000211,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,11586,228394,8.499591827,1
1000211,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,11586,228394,8.636886597,1
1000212,2,500106,1,440,440,440,803,0,0,0.036430359,1
1000212,2,500106,1,440,440,440,803,0,0,0.034040451,1
1000212,2,500106,1,440,440,440,803,0,0,0.048480988,1
1000212,2,500106,1,440,440,440,803,0,0,0.038202286,1
1000212,2,500106,1,440,440,440,803,0,0,0.033412933,1
1000212,2,500106,1,440,440,440,803,0,0,0.041564941,1
1000212,2,500106,1,440,440,440,803,0,0,0.041900635,1
1000212,2,500106,1,440,440,440,803,0,0,0.041677475,1
1000212,2,500106,1,440,440,440,803,0,0,0.032575607,1
1000212,2,500106,1,440,440,440,803,0,0,0.052423477,1
1000213,INFEASIBLE,INFEASIBLE,N/A,440,440,440,803,10453,196170,7.100280762,1
