N,Factor,Is Correct,Is Larger Factor,Num Vars,Num Integer Vars,Num Binary Vars,Num Constraints,Node Count,Simplex Iterations Count,Runtime,Is MIP
1000111,142873,1,1,23,23,11,47,5,19,0.019960403,1
1000111,142873,1,1,23,23,11,47,5,19,0.022785187,1
1000111,142873,1,1,23,23,11,47,5,19,0.018112183,1
1000111,142873,1,1,23,23,11,47,5,19,0.016820908,1
1000111,142873,1,1,23,23,11,47,5,19,0.024280548,1
1000111,142873,1,1,23,23,11,47,5,19,0.02145195,1
1000111,142873,1,1,23,23,11,47,5,19,0.022256851,1
1000112,500056,1,1,23,23,11,47,0,0,0.001001358,1
1000112,500056,1,1,23,23,11,47,0,0,0,1
1000112,500056,1,1,23,23,11,47,0,0,0,1
1000112,500056,1,1,23,23,11,47,0,0,0,1
1000112,500056,1,1,23,23,11,47,0,0,0.005784988,1
1000112,500056,1,1,23,23,11,47,0,0,0.001037598,1
1000112,500056,1,1,23,23,11,47,0,0,0,1
1000112,500056,1,1,23,23,11,47,0,0,0.003061295,1
1000112,500056,1,1,23,23,11,47,0,0,0,1
1000112,500056,1,1,23,23,11,47,0,0,0.003217697,1
1000113,333371,1,1,23,23,11,47,0,0,0.00103569,1
1000113,333371,1,1,23,23,11,47,0,0,0,1
1000113,333371,1,1,23,23,11,47,0,0,0.005802155,1
1000113,333371,1,1,23,23,11,47,0,0,0,1
1000113,333371,1,1,23,23,11,47,0,0,0,1
1000113,333371,1,1,23,23,11,47,0,0,0.007274628,1
1000113,333371,1,1,23,23,11,47,0,0,0.001953125,1
1000113,333371,1,1,23,23,11,47,0,0,0,1
1000113,333371,1,1,23,23,11,47,0,0,0.004364014,1
1000113,333371,1,1,23,23,11,47,0,0,0.001037598,1
1000114,500057,1,1,23,23,11,47,0,0,0,1
1000114,500057,1,1,23,23,11,47,0,0,0.006277084,1
1000114,500057,1,1,23,23,11,47,0,0,0.001037598,1
1000114,500057,1,1,23,23,11,47,0,0,0,1
1000114,500057,1,1,23,23,11,47,0,0,0.003257751,1
1000114,500057,1,1,23,23,11,47,0,0,0.000997543,1
1000114,500057,1,1,23,23,11,47,0,0,0.001987457,1
1000114,500057,1,1,23,23,11,47,0,0,0.001039505,1
1000114,500057,1,1,23,23,11,47,0,0,0,1
1000114,500057,1,1,23,23,11,47,0,0,0,1
1000115,200023,1,1,23,23,11,47,39,90,0.033670425,1
1000115,200023,1,1,23,23,11,47,39,90,0.02564621,1
1000115,200023,1,1,23,23,11,47,39,90,0.026279449,1
1000115,200023,1,1,23,23,11,47,39,90,0.028814316,1
1000115,200023,1,1,23,23,11,47,39,90,0.028968811,1
1000115,200023,1,1,23,23,11,47,39,90,0.027036667,1
1000115,200023,1,1,23,23,11,47,39,90,0.036720276,1
1000115,200023,1,1,23,23,11,47,39,90,0.035366058,1
1000115,200023,1,1,23,23,11,47,39,90,0.02967453,1
1000115,200023,1,1,23,23,11,47,39,90,0.033893585,1
1000116,500058,1,1,23,23,11,47,0,0,0,1
1000116,500058,1,1,23,23,11,47,0,0,0,1
1000116,500058,1,1,23,23,11,47,0,0,0,1
1000116,500058,1,1,23,23,11,47,0,0,0.013277054,1
1000116,500058,1,1,23,23,11,47,0,0,0.001455307,1
1000116,500058,1,1,23,23,11,47,0,0,0.000982285,1
1000116,500058,1,1,23,23,11,47,0,0,0,1
1000116,500058,1,1,23,23,11,47,0,0,0,1
1000116,500058,1,1,23,23,11,47,0,0,0,1
1000116,500058,1,1,23,23,11,47,0,0,0,1
1000117,24393,0,0,23,23,11,47,153,351,0.068763733,1
1000117,24393,0,0,23,23,11,47,153,351,0.072078705,1
1000117,24393,0,0,23,23,11,47,153,351,0.062385559,1
1000117,24393,0,0,23,23,11,47,153,351,0.057823181,1
1000117,24393,0,0,23,23,11,47,153,351,0.060066223,1
1000117,24393,0,0,23,23,11,47,153,351,0.084354401,1
1000117,24393,0,0,23,23,11,47,153,351,0.072998047,1
1000117,24393,0,0,23,23,11,47,153,351,0.06832695,1
1000117,24393,0,0,23,23,11,47,153,351,0.065864563,1
1000117,24393,0,0,23,23,11,47,153,351,0.058782578,1
1000118,500059,1,1,23,23,11,47,0,0,0,1
1000118,500059,1,1,23,23,11,47,0,0,0,1
1000118,500059,1,1,23,23,11,47,0,0,0.006340027,1
1000118,500059,1,1,23,23,11,47,0,0,0.001008987,1
1000118,500059,1,1,23,23,11,47,0,0,0.001998901,1
1000118,500059,1,1,23,23,11,47,0,0,0.001464844,1
1000118,500059,1,1,23,23,11,47,0,0,0.001003265,1
1000118,500059,1,1,23,23,11,47,0,0,0.001037598,1
1000118,500059,1,1,23,23,11,47,0,0,0.000734329,1
1000118,500059,1,1,23,23,11,47,0,0,0.001041412,1
1000119,333373,1,1,23,23,11,47,0,0,0.006059647,1
1000119,333373,1,1,23,23,11,47,0,0,0.001327515,1
1000119,333373,1,1,23,23,11,47,0,0,0.001506805,1
1000119,333373,1,1,23,23,11,47,0,0,0.002750397,1
1000119,333373,1,1,23,23,11,47,0,0,0.001995087,1
1000119,333373,1,1,23,23,11,47,0,0,0.001037598,1
1000119,333373,1,1,23,23,11,47,0,0,0,1
1000119,333373,1,1,23,23,11,47,0,0,0,1
1000119,333373,1,1,23,23,11,47,0,0,0.006296158,1
1000119,333373,1,1,23,23,11,47,0,0,0.001037598,1
1000120,500060,1,1,23,23,11,47,0,0,0.001001358,1
1000120,500060,1,1,23,23,11,47,0,0,0.002742767,1
1000120,500060,1,1,23,23,11,47,0,0,0.002626419,1
1000120,500060,1,1,23,23,11,47,0,0,0.001768112,1
1000120,500060,1,1,23,23,11,47,0,0,0,1
1000120,500060,1,1,23,23,11,47,0,0,0,1
1000120,500060,1,1,23,23,11,47,0,0,0.008548737,1
1000120,500060,1,1,23,23,11,47,0,0,0.00330925,1
1000120,500060,1,1,23,23,11,47,0,0,0.002477646,1
1000120,500060,1,1,23,23,11,47,0,0,0,1
1000121,66675,0,0,23,23,11,47,39,108,0.063505173,1
1000121,66675,0,0,23,23,11,47,39,108,0.055768967,1
1000121,66675,0,0,23,23,11,47,39,108,0.043373108,1
1000121,66675,0,0,23,23,11,47,39,108,0.03017807,1
1000121,66675,0,0,23,23,11,47,39,108,0.051763535,1
1000121,66675,0,0,23,23,11,47,39,108,0.05292511,1
1000121,66675,0,0,23,23,11,47,39,108,0.063768387,1
1000121,66675,0,0,23,23,11,47,39,108,0.050460815,1
1000121,66675,0,0,23,23,11,47,39,108,0.044080734,1
1000121,66675,0,0,23,23,11,47,39,108,0.03354454,1
1000122,500061,1,1,23,23,11,47,0,0,0.000188828,1
1000122,500061,1,1,23,23,11,47,0,0,0,1
1000122,500061,1,1,23,23,11,47,0,0,0,1
1000122,500061,1,1,23,23,11,47,0,0,0,1
1000122,500061,1,1,23,23,11,47,0,0,0.008047104,1
1000122,500061,1,1,23,23,11,47,0,0,0.001014709,1
1000122,500061,1,1,23,23,11,47,0,0,0,1
1000122,500061,1,1,23,23,11,47,0,0,0,1
1000122,500061,1,1,23,23,11,47,0,0,0,1
1000122,500061,1,1,23,23,11,47,0,0,0,1
1000123,34487,1,1,23,23,11,47,39,104,0.043928146,1
1000123,34487,1,1,23,23,11,47,39,104,0.041656494,1
1000123,34487,1,1,23,23,11,47,39,104,0.041669846,1
1000123,34487,1,1,23,23,11,47,39,104,0.03130722,1
1000123,34487,1,1,23,23,11,47,39,104,0.038713455,1
1000123,34487,1,1,23,23,11,47,39,104,0.026609421,1
1000123,34487,1,1,23,23,11,47,39,104,0.041065216,1
1000123,34487,1,1,23,23,11,47,39,104,0.038150787,1
1000123,34487,1,1,23,23,11,47,39,104,0.041530609,1
1000123,34487,1,1,23,23,11,47,39,104,0.04678154,1
1000124,500062,1,1,23,23,11,47,0,0,0.001901627,1
1000124,500062,1,1,23,23,11,47,0,0,0,1
1000124,500062,1,1,23,23,11,47,0,0,0,1
1000124,500062,1,1,23,23,11,47,0,0,0.007192612,1
1000124,500062,1,1,23,23,11,47,0,0,0,1
1000124,500062,1,1,23,23,11,47,0,0,0.002218246,1
1000124,500062,1,1,23,23,11,47,0,0,0,1
1000124,500062,1,1,23,23,11,47,0,0,0,1
1000124,500062,1,1,23,23,11,47,0,0,0,1
1000124,500062,1,1,23,23,11,47,0,0,0,1
1000125,333375,1,1,23,23,11,47,0,0,0,1
1000125,333375,1,1,23,23,11,47,0,0,0,1
1000125,333375,1,1,23,23,11,47,0,0,0,1
1000125,333375,1,1,23,23,11,47,0,0,0.008247375,1
1000125,333375,1,1,23,23,11,47,0,0,0,1
1000125,333375,1,1,23,23,11,47,0,0,0,1
1000125,333375,1,1,23,23,11,47,0,0,0,1
1000125,333375,1,1,23,23,11,47,0,0,0.010137558,1
1000125,333375,1,1,23,23,11,47,0,0,0.002239227,1
1000125,333375,1,1,23,23,11,47,0,0,0,1
1000126,500063,1,1,23,23,11,47,0,0,0,1
1000126,500063,1,1,23,23,11,47,0,0,0.008277893,1
1000126,500063,1,1,23,23,11,47,0,0,0.002071381,1
1000126,500063,1,1,23,23,11,47,0,0,0,1
1000126,500063,1,1,23,23,11,47,0,0,0,1
1000126,500063,1,1,23,23,11,47,0,0,0,1
1000126,500063,1,1,23,23,11,47,0,0,0,1
1000126,500063,1,1,23,23,11,47,0,0,0.008136749,1
1000126,500063,1,1,23,23,11,47,0,0,0.002260208,1
1000126,500063,1,1,23,23,11,47,0,0,0,1
1000127,58831,1,1,23,23,11,47,39,94,0.031246185,1
1000127,58831,1,1,23,23,11,47,39,94,0.028175354,1
1000127,58831,1,1,23,23,11,47,39,94,0.021657944,1
1000127,58831,1,1,23,23,11,47,39,94,0.030780792,1
1000127,58831,1,1,23,23,11,47,39,94,0.024763107,1
1000127,58831,1,1,23,23,11,47,39,94,0.029016495,1
1000127,58831,1,1,23,23,11,47,39,94,0.030773163,1
1000127,58831,1,1,23,23,11,47,39,94,0.02277565,1
1000127,58831,1,1,23,23,11,47,39,94,0.02898407,1
1000127,58831,1,1,23,23,11,47,39,94,0.022762299,1
1000128,15627,1,1,23,23,11,47,0,0,0,1
1000128,15627,1,1,23,23,11,47,0,0,0,1
1000128,15627,1,1,23,23,11,47,0,0,0,1
1000128,15627,1,1,23,23,11,47,0,0,0,1
1000128,15627,1,1,23,23,11,47,0,0,0,1
1000128,15627,1,1,23,23,11,47,0,0,0,1
1000128,15627,1,1,23,23,11,47,0,0,0,1
1000128,15627,1,1,23,23,11,47,0,0,0,1
1000128,15627,1,1,23,23,11,47,0,0,0,1
1000128,15627,1,1,23,23,11,47,0,0,0,1
1000129,76933,1,1,23,23,11,47,39,108,0.061542511,1
1000129,76933,1,1,23,23,11,47,39,108,0.04511261,1
1000129,76933,1,1,23,23,11,47,39,108,0.047130585,1
1000129,76933,1,1,23,23,11,47,39,108,0.032062531,1
1000129,76933,1,1,23,23,11,47,39,108,0.051292419,1
1000129,76933,1,1,23,23,11,47,39,108,0.034896851,1
1000129,76933,1,1,23,23,11,47,39,108,0.036584854,1
1000129,76933,1,1,23,23,11,47,39,108,0.03285408,1
1000129,76933,1,1,23,23,11,47,39,108,0.052232742,1
1000129,76933,1,1,23,23,11,47,39,108,0.04127121,1
1000130,500065,1,1,23,23,11,47,0,0,0,1
1000130,500065,1,1,23,23,11,47,0,0,0,1
1000130,500065,1,1,23,23,11,47,0,0,0.005666733,1
1000130,500065,1,1,23,23,11,47,0,0,0.002090454,1
1000130,500065,1,1,23,23,11,47,0,0,0,1
1000130,500065,1,1,23,23,11,47,0,0,0,1
1000130,500065,1,1,23,23,11,47,0,0,0,1
1000130,500065,1,1,23,23,11,47,0,0,0,1
1000130,500065,1,1,23,23,11,47,0,0,0.008676529,1
1000130,500065,1,1,23,23,11,47,0,0,0.000997543,1
1000131,333377,1,1,23,23,11,47,0,0,0,1
1000131,333377,1,1,23,23,11,47,0,0,0,1
1000131,333377,1,1,23,23,11,47,0,0,0,1
1000131,333377,1,1,23,23,11,47,0,0,0.00758934,1
1000131,333377,1,1,23,23,11,47,0,0,0.002084732,1
1000131,333377,1,1,23,23,11,47,0,0,0,1
